ID;NAME;TYPE;SRC;REFYEAR
18519151;BRIDGESTONE CORPORATION;OTHER;https://companiesmarketcap.com/bridgestone/revenue/;2024
18519151;BRIDGESTONE CORPORATION;OTHER;https://finance.yahoo.com/quote/BRDCY/;2024
18519151;BRIDGESTONE CORPORATION;OTHER;https://www.google.com/finance/quote/6301:TYO;2024
18519151;BRIDGESTONE CORPORATION;OTHER;https://www.reuters.com/markets/companies/5108.T/;2024
18519151;BRIDGESTONE CORPORATION;OTHER;;
18520469;FERRERO;FIN_REP;https://www.ferrerosustainability.com/int/sites/ferrerosustainability_int/files/homepage-annual-report/2024-05/ferrero_csr_final_28524.pdf;2023
18520469;FERRERO;OTHER;https://companiesmarketcap.com/lindt/marketcap/;2024
18520469;FERRERO;OTHER;https://finance.yahoo.com/quote/FXPO.L/;2024
18520469;FERRERO;OTHER;https://www.google.com/finance/quote/CAR:NASDAQ;2024
18520469;FERRERO;OTHER;https://www.reuters.com/markets/companies/TIP.MI;2024
18520469;FERRERO;OTHER;;
18521399;SUMITOMO CORPORATION;FIN_REP;https://www.sumitomocorp.com/-/media/Files/hq/ir/report/yuho/2023/FY2023_Annual-Financial-Report.pdf;2023
18521399;SUMITOMO CORPORATION;OTHER;https://companiesmarketcap.com/inr/sumitomo-mitsui-financial-group/revenue/;2024
18521399;SUMITOMO CORPORATION;OTHER;https://finance.yahoo.com/quote/SSUMY/;2024
18521399;SUMITOMO CORPORATION;OTHER;https://www.google.com/finance/quote/8316:TYO;2024
18521399;SUMITOMO CORPORATION;OTHER;https://www.reuters.com/markets/companies/8316.T;2024
18521399;SUMITOMO CORPORATION;OTHER;;
18527213;COMPAGNIE DE SAINT GOBAIN;FIN_REP;https://www.saint-gobain.com/sites/saint-gobain.com/files/media/document/Saint-Gobain_2024_DEU_VA.pdf;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://finance.yahoo.com/quote/SGO.PA/;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://www.google.com/finance/quote/SGO:EPA;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://www.reuters.com/markets/companies/SGOB.PA/;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://companiesmarketcap.com/eur/compagnie-de-saint-gobain/revenue/;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;;
18535882;ABBOTT LABORATORIES;FIN_REP;https://www.abbottinvestor.com/static-files/61441b9a-bf14-49fa-9748-50188e3aac5c;2024
18535882;ABBOTT LABORATORIES;OTHER;https://companiesmarketcap.com/inr/abbott-laboratories/revenue/;2024
18535882;ABBOTT LABORATORIES;OTHER;https://www.google.com/finance/quote/ABT:NYSE;2024
18535882;ABBOTT LABORATORIES;OTHER;https://finance.yahoo.com/quote/ABT/cash-flow/;2024
18535882;ABBOTT LABORATORIES;OTHER;https://www.reuters.com/markets/companies/ABT.N/;2024
18535882;ABBOTT LABORATORIES;OTHER;;
18539093;BP P.L.C.;FIN_REP;https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/investors/bp-annual-report-and-form-20f-2024.pdf;2024
18539093;BP P.L.C.;OTHER;https://finance.yahoo.com/quote/BP/;2024
18539093;BP P.L.C.;OTHER;https://companiesmarketcap.com/bp/revenue/;2024
18539093;BP P.L.C.;OTHER;https://www.google.com/finance/quote/BP:LON;2024
18539093;BP P.L.C.;OTHER;https://www.reuters.com/markets/companies/BP.L/;2024
18539093;BP P.L.C.;OTHER;;
18541762;ENGIE;FIN_REP;https://www.engie.com/sites/default/files/assets/documents/2025-02/2024%20Management%20report%20and%20Annual%20consolidated%20financial%20statements.pdf;2024
18541762;ENGIE;OTHER;https://finance.yahoo.com/quote/ENGI.PA/;2024
18541762;ENGIE;OTHER;https://www.reuters.com/markets/companies/ENGIE.PA;2024
18541762;ENGIE;OTHER;https://companiesmarketcap.com/eur/engie/revenue/;2024
18541762;ENGIE;OTHER;https://www.google.com/finance/quote/EGIE3:BVMF;2024
18541762;ENGIE;OTHER;;
18543139;DENTSU GROUP INC.;FIN_REP;https://www.group.dentsu.com/en/ir/common/pdf/2024_finance.pdf;2024
18543139;DENTSU GROUP INC.;OTHER;https://companiesmarketcap.com/dentsu/marketcap/;2024
18543139;DENTSU GROUP INC.;OTHER;https://finance.yahoo.com/quote/4324.T/;2024
18543139;DENTSU GROUP INC.;OTHER;https://www.reuters.com/markets/companies/4324.T;2024
18543139;DENTSU GROUP INC.;OTHER;https://www.google.com/finance/quote/4301:TYO;2024
18543139;DENTSU GROUP INC.;OTHER;;
18552002;THYSSENKRUPP;FIN_REP;https://d2zo35mdb530wx.cloudfront.net/_binary/thyssenkruppAGReport/354e8b26-9f91-40f1-80cf-91207a65c9d0/Annual-report_2023-2024.pdf;2023
18552002;THYSSENKRUPP;OTHER;https://companiesmarketcap.com/thyssenkrupp/revenue/;2024
18552002;THYSSENKRUPP;OTHER;https://finance.yahoo.com/quote/TKA.DE/;2024
18552002;THYSSENKRUPP;OTHER;https://www.google.com/finance/quote/TKA:ETR;2024
18552002;THYSSENKRUPP;OTHER;https://www.reuters.com/markets/companies/NCH2.DE;2024
18552002;THYSSENKRUPP;OTHER;;
18573648;VOESTALPINE GROUP;FIN_REP;https://www.voestalpine.com/group/static/sites/group/.downloads/en/publications-2023-24/2023-24-annual-report.pdf;2023
18573648;VOESTALPINE GROUP;OTHER;https://companiesmarketcap.com/voestalpine/marketcap/;2024
18573648;VOESTALPINE GROUP;OTHER;https://finance.yahoo.com/quote/VOE.VI/;2024
18573648;VOESTALPINE GROUP;OTHER;https://www.google.com/finance/quote/VOE:VIE?hl=de;2024
18573648;VOESTALPINE GROUP;OTHER;https://www.reuters.com/markets/companies/MUXG.DE;2024
18573648;VOESTALPINE GROUP;OTHER;;
18573835;ORANGE;FIN_REP;https://orangecoastcollege.edu/about/accreditation/docs/2024-annual-report-orange-coast-college.pdf;2024
18573835;ORANGE;OTHER;https://companiesmarketcap.com/orange/revenue/;2024
18573835;ORANGE;OTHER;https://finance.yahoo.com/quote/ORANY/;2024
18573835;ORANGE;OTHER;https://www.reuters.com/markets/companies/OPL.WA/;2024
18573835;ORANGE;OTHER;https://www.google.com/finance/quote/ORA:EPA;2024
18573835;ORANGE;OTHER;;
18581640;ORACLE CORP;FIN_REP;https://www.oracle.com/a/ocom/docs/industries/financial-services/oracle-financial-services-ar-2023-24.pdf;2023
18581640;ORACLE CORP;OTHER;https://companiesmarketcap.com/oracle/revenue/;2024
18581640;ORACLE CORP;OTHER;https://finance.yahoo.com/quote/ORCL/;2024
18581640;ORACLE CORP;OTHER;https://www.google.com/finance/quote/ORCL:NYSE;2024
18581640;ORACLE CORP;OTHER;https://www.reuters.com/markets/companies/ORCL.N;2024
18581640;ORACLE CORP;OTHER;;
18587386;ACCOR;FIN_REP;https://group.accor.com/-/media/Corporate/Investors/Documents-financiers/2025/02-20-FY/blockchained_FY_24_PR_vDef.pdf?rev=ba57ab1b185c4f15a300834899d6ca92;2024
18587386;ACCOR;OTHER;https://www.reuters.com/markets/companies/ACCP.PA/;2024
18587386;ACCOR;OTHER;https://companiesmarketcap.com/accor/operating-margin/;2024
18587386;ACCOR;OTHER;https://finance.yahoo.com/quote/AC.PA/;2024
18587386;ACCOR;OTHER;https://www.google.com/finance/quote/AF:EPA;2024
18587386;ACCOR;OTHER;;
18591402;PROCTER & GAMBLE CO;FIN_REP;https://in.pg.com/2023_annual_report.pdf;2023
18591402;PROCTER & GAMBLE CO;OTHER;https://companiesmarketcap.com/procter-and-gamble/revenue/;2024
18591402;PROCTER & GAMBLE CO;OTHER;https://finance.yahoo.com/quote/PG/;2024
18591402;PROCTER & GAMBLE CO;OTHER;https://www.google.com/finance/quote/PG:NYSE;2024
18591402;PROCTER & GAMBLE CO;OTHER;https://jp.reuters.com/markets/companies/PG.N;2024
18591402;PROCTER & GAMBLE CO;OTHER;;
18599238;FCC;FIN_REP;https://www.fcc.gov/sites/default/files/FCC-Agency-Financial-Report-FY-2024-508.pdf;2024
18599238;FCC;OTHER;https://companiesmarketcap.com/fomento-de-construcciones-y-contratas/marketcap/;2024
18599238;FCC;OTHER;https://www.reuters.com/markets/companies/FCC.MC/;2024
18599238;FCC;OTHER;https://finance.yahoo.com/quote/FCC.MC/;2024
18599238;FCC;OTHER;https://www.google.com/finance/quote/FRT:NYSE;2024
18599238;FCC;OTHER;;
18606822;SOCIETE NATIONALE SNCF;FIN_REP;https://www.groupe-sncf.com/medias-publics/2025-03/full-year-financial-report-2024-sncf-group.pdf?VersionId=em7qXJkw0zqwqOzffEZLKpir87yxVsm0;2024
18606822;SOCIETE NATIONALE SNCF;OTHER;https://companiesmarketcap.com/germany/largest-companies-in-germany-by-market-cap/;2024
18606822;SOCIETE NATIONALE SNCF;OTHER;https://finance.yahoo.com/quote/WAB.VI/press-releases/?p=WAB.VI&ncid=stockrec;2024
18606822;SOCIETE NATIONALE SNCF;OTHER;;
18606822;SOCIETE NATIONALE SNCF;OTHER;;
18606822;SOCIETE NATIONALE SNCF;OTHER;;
18611599;ATLAS COPCO AKTIEBOLAG;FIN_REP;https://www.atlascopcogroup.com/content/dam/atlas-copco/group/documents/investors/financial-publications/english/20250320-annual-report-2024-incl-sustainability-report-and-corporate-governance-report-copy-of-the-official-ESEF-format.pdf;2024
18611599;ATLAS COPCO AKTIEBOLAG;OTHER;https://companiesmarketcap.com/atlas-copco/revenue/;2024
18611599;ATLAS COPCO AKTIEBOLAG;OTHER;https://finance.yahoo.com/quote/ATCO-A.ST/;2024
18611599;ATLAS COPCO AKTIEBOLAG;OTHER;https://www.reuters.com/markets/companies/ATCOa.ST;2024
18611599;ATLAS COPCO AKTIEBOLAG;OTHER;https://www.google.com/finance/quote/ATLCY:OTCMKTS?hl=pl;2024
18611599;ATLAS COPCO AKTIEBOLAG;OTHER;;
18618947;AKTIEBOLAGET SKF;FIN_REP;https://investors.skf.com/sites/skf-ir/files/pr/202401309147-1.pdf;2023
18618947;AKTIEBOLAGET SKF;OTHER;https://finance.yahoo.com/quote/SKF-B.ST/;2024
18618947;AKTIEBOLAGET SKF;OTHER;https://www.reuters.com/markets/companies/SKFb.ST/;2024
18618947;AKTIEBOLAGET SKF;OTHER;https://companiesmarketcap.com/svenska-kullagerfabriken/marketcap/;2024
18618947;AKTIEBOLAGET SKF;OTHER;https://www.google.com/finance/quote/SKA-B:STO;2024
18618947;AKTIEBOLAGET SKF;OTHER;;
18622186;JOHN WOOD GROUP PLC;FIN_REP;https://home.barclays/content/dam/home-barclays/documents/investor-relations/reports-and-events/annual-reports/2024/Barclays-PLC-Annual-Report-2024.pdf;2024
18622186;JOHN WOOD GROUP PLC;OTHER;https://companiesmarketcap.com/john-wood-group/revenue/;2024
18622186;JOHN WOOD GROUP PLC;OTHER;https://finance.yahoo.com/quote/WG.L/;2024
18622186;JOHN WOOD GROUP PLC;OTHER;https://www.google.com/finance/quote/WG:LON;2024
18622186;JOHN WOOD GROUP PLC;OTHER;https://www.reuters.com/markets/companies/WG.L;2024
18622186;JOHN WOOD GROUP PLC;OTHER;;
18627417;FUJITSU LIMITED;FIN_REP;https://www.fujitsu.com/global/documents/about/ir/library/integratedrep/financialsection2024-01.pdf;2024
18627417;FUJITSU LIMITED;OTHER;https://companiesmarketcap.com/fujitsu/revenue/;2024
18627417;FUJITSU LIMITED;OTHER;https://www.google.com/finance/quote/6702:TYO;2024
18627417;FUJITSU LIMITED;OTHER;https://finance.yahoo.com/quote/6755.T/;2024
18627417;FUJITSU LIMITED;OTHER;https://www.reuters.com/markets/companies/6702.T/;2024
18627417;FUJITSU LIMITED;OTHER;;
18629376;CRH PLC;FIN_REP;https://www.crh.com/media/5126/crh-annual-report-2023-web-version.pdf;2023
18629376;CRH PLC;OTHER;https://finance.yahoo.com/quote/CRH/;2024
18629376;CRH PLC;OTHER;https://www.reuters.com/markets/companies/CRH/;2024
18629376;CRH PLC;OTHER;https://companiesmarketcap.com/crh/revenue/;2024
18629376;CRH PLC;OTHER;https://www.google.com/finance/quote/BLDR:NYSE;2024
18629376;CRH PLC;OTHER;;
18632343;DEUTSCHE BAHN;FIN_REP;https://investor-relations.db.com/files/documents/annual-reports/2024/Non-Financial-Report-2023.pdf;2023
18632343;DEUTSCHE BAHN;OTHER;https://companiesmarketcap.com/deutsche-bank/operating-margin/;2024
18632343;DEUTSCHE BAHN;OTHER;https://finance.yahoo.com/quote/DB/;2024
18632343;DEUTSCHE BAHN;OTHER;https://www.reuters.com/markets/companies/4030.SE/;2024
18632343;DEUTSCHE BAHN;OTHER;;
18632343;DEUTSCHE BAHN;OTHER;;
18636888;CARGILL;FIN_REP;https://www.cargill.com/doc/1432263180474/2024-annual-report.pdf;2024
18636888;CARGILL;OTHER;https://companiesmarketcap.com/sanderson-farms/revenue/;2024
18636888;CARGILL;OTHER;https://finance.yahoo.com/quote/TSN/news/;2024
18636888;CARGILL;OTHER;https://www.google.com/finance/quote/BG:NYSE?hl=ko;2024
18636888;CARGILL;OTHER;https://www.reuters.com/markets/companies/CARG.CM/;2024
18636888;CARGILL;OTHER;;
18644473;WARNER BROS. DISCOVERY INC.;FIN_REP;https://static-wbd-cdn.wbd.com/s3_assets/wp-content/themes/warner-bros-discovery-corporate/pdf/wbd-4q23-earnings-release-02-23-24.pdf;2023
18644473;WARNER BROS. DISCOVERY INC.;OTHER;https://companiesmarketcap.com/warner-bros-discovery/revenue/;2024
18644473;WARNER BROS. DISCOVERY INC.;OTHER;https://finance.yahoo.com/quote/WBD/;2024
18644473;WARNER BROS. DISCOVERY INC.;OTHER;https://www.google.com/finance/quote/WBD:NASDAQ;2024
18644473;WARNER BROS. DISCOVERY INC.;OTHER;https://www.reuters.com/markets/companies/wbd.o;2024
18644473;WARNER BROS. DISCOVERY INC.;OTHER;;
18646411;GENERAL ELECTRIC COMPANY;FIN_REP;https://www.ge.com/sites/default/files/GE_AR19_AnnualReport.pdf;2024
18646411;GENERAL ELECTRIC COMPANY;OTHER;https://companiesmarketcap.com/general-electric/revenue/;2024
18646411;GENERAL ELECTRIC COMPANY;OTHER;https://www.google.com/finance/quote/GE:NYSE;2024
18646411;GENERAL ELECTRIC COMPANY;OTHER;https://uk.finance.yahoo.com/quote/GE/;2024
18646411;GENERAL ELECTRIC COMPANY;OTHER;https://www.reuters.com/markets/companies/GE.N;2024
18646411;GENERAL ELECTRIC COMPANY;OTHER;;
18648074;SAFRAN;FIN_REP;https://www.safran-group.com/download/media/447680;2024
18648074;SAFRAN;OTHER;https://companiesmarketcap.com/safran/revenue/;2024
18648074;SAFRAN;OTHER;https://finance.yahoo.com/quote/SAFRY/;2024
18648074;SAFRAN;OTHER;https://www.google.com/finance/quote/SAF:EPA;2024
18648074;SAFRAN;OTHER;https://jp.reuters.com/markets/companies/SAF.PA;2024
18648074;SAFRAN;OTHER;;
18658675;BASF;FIN_REP;https://www.basf.com/dam/jcr:a0caf160-c019-40b1-a4ea-eaedb29b0685/basf/www/global/documents/en/investor-relations/calendar-and-publications/reports/2025/BASF_Report_2024.pdf;2024
18658675;BASF;OTHER;https://companiesmarketcap.com/basf/revenue/;2024
18658675;BASF;OTHER;https://finance.yahoo.com/quote/BAS.DE/;2024
18658675;BASF;OTHER;https://www.google.com/finance/quote/BAS:ETR;2024
18658675;BASF;OTHER;https://www.reuters.com/markets/companies/BASFn.DE/;2024
18658675;BASF;OTHER;;
18665236;APTIV PLC;FIN_REP;https://www.aptiv.com/docs/default-source/sustainability-report/2024_aptiv_digital_sustainability_consolidated_report.pdf;2024
18665236;APTIV PLC;OTHER;https://companiesmarketcap.com/aptiv/revenue/;2024
18665236;APTIV PLC;OTHER;https://finance.yahoo.com/quote/APTV/;2024
18665236;APTIV PLC;OTHER;https://www.google.com/finance/quote/APTV:NYSE;2024
18665236;APTIV PLC;OTHER;https://www.reuters.com/markets/companies/APTV.N/;2024
18665236;APTIV PLC;OTHER;;
18673760;WPP PLC;FIN_REP;https://www.wpp.com/-/media/project/wpp/files/investors/2024/annual-report-docs/wpp_annual_report_2023.pdf;2023
18673760;WPP PLC;OTHER;https://companiesmarketcap.com/wpp/revenue/;2024
18673760;WPP PLC;OTHER;https://finance.yahoo.com/quote/WPP/;2024
18673760;WPP PLC;OTHER;https://www.google.com/finance/quote/WPP:LON;2024
18673760;WPP PLC;OTHER;https://www.reuters.com/markets/companies/WPP.L/;2024
18673760;WPP PLC;OTHER;;
18685228;GI GROUP;FIN_REP;https://www.gigroupholding.com/france/wp-content/uploads/sites/5/2022/02/Annual-Report-2020-Dossier-A-ENG.pdf;2024
18685228;GI GROUP;OTHER;https://finance.yahoo.com/quote/GIG.WA/;2024
18685228;GI GROUP;OTHER;https://www.google.com/finance/quote/VFS:NASDAQ?hl=vi;2024
18685228;GI GROUP;OTHER;https://www.reuters.com/markets/companies/VAKKO.IS/;2024
18685228;GI GROUP;OTHER;https://companiesmarketcap.com/ig-group/revenue/;2024
18685228;GI GROUP;OTHER;;
18686668;ACCIONA;FIN_REP;https://www.acciona.com/content/dam/acciona-global/documentos/inversores/cuentas-anuales/consolidated-annual-accounts-2024.pdf;2024
18686668;ACCIONA;OTHER;https://companiesmarketcap.com/aud/acciona/revenue/;2024
18686668;ACCIONA;OTHER;https://finance.yahoo.com/quote/ANA.MC/;2024
18686668;ACCIONA;OTHER;https://www.google.com/finance/quote/ANA:BME;2024
18686668;ACCIONA;OTHER;https://www.reuters.com/markets/companies/ANA.MC/;2024
18686668;ACCIONA;OTHER;;
18691645;FLETCHER GROUP;FIN_REP;https://fletcherbuilding.com/assets/4-investor-centre/annual-reports/2024-annual-report.pdf;2024
18691645;FLETCHER GROUP;OTHER;https://companiesmarketcap.com/fletcher-building/revenue/;2024
18691645;FLETCHER GROUP;OTHER;https://finance.yahoo.com/quote/FBU.AX/;2024
18691645;FLETCHER GROUP;OTHER;https://www.google.com/finance/quote/FBU:NZE;2024
18691645;FLETCHER GROUP;OTHER;https://www.reuters.com/markets/companies/FBU.NZ/;2024
18691645;FLETCHER GROUP;OTHER;;
18694033;SODEXO;FIN_REP;https://www.compass-group.com/content/dam/compass-group/corporate/oar-2024/annual-report-2024.pdf;2024
18694033;SODEXO;OTHER;https://finance.yahoo.com/quote/SDXOF/;2024
18694033;SODEXO;OTHER;https://www.reuters.com/markets/companies/EXHO.PA;2024
18694033;SODEXO;OTHER;https://companiesmarketcap.com/inr/sodexo/marketcap/;2024
18694033;SODEXO;OTHER;https://www.google.com/finance/quote/FGR:EPA?hl=es;2024
18694033;SODEXO;OTHER;;
18700025;ADVANCE PROPERTIES;FIN_REP;https://www.ginniemae.gov/about_us/what_we_do/Annual_Reports/annual_report24.pdf;2024
18700025;ADVANCE PROPERTIES;OTHER;https://companiesmarketcap.com/annual-reports-10k/main_file_0000050863-20-000011-a12282019q410kdocumentcourte.pdf?save;2024
18700025;ADVANCE PROPERTIES;OTHER;https://finance.yahoo.com/quote/3269.T/;2024
18700025;ADVANCE PROPERTIES;OTHER;https://www.google.com/finance/quote/IIPR:NYSE;2024
18700025;ADVANCE PROPERTIES;OTHER;https://www.reuters.com/markets/companies/3269.T/;2024
18700025;ADVANCE PROPERTIES;OTHER;;
18705450;AKZO NOBEL NV;FIN_REP;https://www.akzonobel.com/content/dam/akzonobel-corporate/global/en/investor-relations-images/result-center/archive-annual-reports/2029-2020/AkzoNobel-annual-report-2024.pdf;2024
18705450;AKZO NOBEL NV;OTHER;https://finance.yahoo.com/quote/AKZA.AS/;2024
18705450;AKZO NOBEL NV;OTHER;https://companiesmarketcap.com/akzonobel/revenue/;2024
18705450;AKZO NOBEL NV;OTHER;https://www.google.com/finance/quote/RAND:AMS;2024
18705450;AKZO NOBEL NV;OTHER;https://www.reuters.com/markets/companies/AKZO.AS;2024
18705450;AKZO NOBEL NV;OTHER;;
18709351;DIOR;FIN_REP;https://www.dior-finance.com/pdf/d/2/1044/Christian%20Dior%20-%20Annual%20results%20VA%20-%20financial%20release%202024.pdf;2024
18709351;DIOR;OTHER;https://companiesmarketcap.com/dior/revenue/;2024
18709351;DIOR;OTHER;https://finance.yahoo.com/quote/CDI.PA/;2024
18709351;DIOR;OTHER;https://www.google.com/finance/quote/CDI:EPA;2024
18709351;DIOR;OTHER;https://www.reuters.com/markets/companies/DIOR.PA;2024
18709351;DIOR;OTHER;;
18712196;AMAZON;FIN_REP;https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf;2023
18712196;AMAZON;OTHER;https://companiesmarketcap.com/amazon/revenue/;2024
18712196;AMAZON;OTHER;https://finance.yahoo.com/quote/AMZN/;2024
18712196;AMAZON;OTHER;https://www.google.com/finance/quote/AMZ:FRA;2024
18712196;AMAZON;OTHER;https://www.reuters.com/markets/companies/AMZN.OQ/;2024
18712196;AMAZON;OTHER;;
18715555;SONY GROUP CORPORATION;FIN_REP;https://www.sonypictures.com/corp/pdfs/modern_slavery_transparency_statement.pdf;2024
18715555;SONY GROUP CORPORATION;OTHER;https://companiesmarketcap.com/sony/revenue/;2024
18715555;SONY GROUP CORPORATION;OTHER;https://finance.yahoo.com/quote/SONY/;2024
18715555;SONY GROUP CORPORATION;OTHER;https://www.google.com/finance/quote/SONY:NYSE;2024
18715555;SONY GROUP CORPORATION;OTHER;https://www.reuters.com/markets/companies/6758.T/;2024
18715555;SONY GROUP CORPORATION;OTHER;;
18718848;SONOVA;FIN_REP;https://www.sonova.com/sites/default/files/2024-05/01_Sonova_AR_23-24_Full_Report_en.pdf;2023
18718848;SONOVA;OTHER;https://finance.yahoo.com/quote/SOON.SW/history/;2024
18718848;SONOVA;OTHER;https://companiesmarketcap.com/hkd/sonova/revenue/;2024
18718848;SONOVA;OTHER;https://www.reuters.com/markets/companies/SOON.S/;2024
18718848;SONOVA;OTHER;https://www.google.com/finance/quote/GIVN:SWX;2024
18718848;SONOVA;OTHER;;
18731292;IKEA;FIN_REP;https://www.ikea.com/global/en/images/IKEA_SUSTAINABILITY_Report_FY_23_20240125_1b190c008f.pdf;2024
18731292;IKEA;OTHER;https://companiesmarketcap.com/walmart/marketcap/;2024
18731292;IKEA;OTHER;https://de.finance.yahoo.com/quote/ETST/news/;2024
18731292;IKEA;OTHER;https://www.google.com/finance/quote/PHIA:AMS;2024
18731292;IKEA;OTHER;https://www.reuters.com/markets/companies/hero.jk;2024
18731292;IKEA;OTHER;;
18736044;SECURITAS AB;FIN_REP;https://www.securitas.com/globalassets/com/files/annual-reports/eng/securitas_ar2024_eng.pdf;2024
18736044;SECURITAS AB;OTHER;https://companiesmarketcap.com/securitas/revenue/;2024
18736044;SECURITAS AB;OTHER;https://finance.yahoo.com/quote/SECU-B.ST/key-statistics/;2024
18736044;SECURITAS AB;OTHER;https://www.reuters.com/markets/companies/SECUb.ST;2024
18736044;SECURITAS AB;OTHER;https://www.google.com/finance/quote/SBB-D:STO;2024
18736044;SECURITAS AB;OTHER;;
18742207;AIRBUS SE;FIN_REP;https://www.airbus.com/sites/g/files/jlcbta136/files/2025-04/Airbus%20Annual%20Report%202024.pdf;2024
18742207;AIRBUS SE;OTHER;https://finance.yahoo.com/quote/AIR.PA/;2024
18742207;AIRBUS SE;OTHER;https://www.google.com/finance/quote/AIR:BME;2024
18742207;AIRBUS SE;OTHER;https://jp.reuters.com/markets/companies/AIRG.D/;2024
18742207;AIRBUS SE;OTHER;https://companiesmarketcap.com/airbus/revenue/;2024
18742207;AIRBUS SE;OTHER;;
18745703;ETEX;FIN_REP;https://www.etexgroup.com/siteassets/etex-group-website-2024/investors/annual-report-2024/etex-2024-annual-report.pdf?v=496e95;2024
18745703;ETEX;OTHER;https://finance.yahoo.com/quote/1628188.BR/;2024
18745703;ETEX;OTHER;;
18745703;ETEX;OTHER;;
18745703;ETEX;OTHER;;
18745703;ETEX;OTHER;;
18748693;SIEMENS;FIN_REP;https://www.siemens.com/siemensreport;2024
18748693;SIEMENS;OTHER;https://companiesmarketcap.com/siemens/revenue/;2024
18748693;SIEMENS;OTHER;https://finance.yahoo.com/quote/SIEGY/;2024
18748693;SIEMENS;OTHER;https://www.google.com/finance/quote/SIEMENS:NSE;2024
18748693;SIEMENS;OTHER;https://www.reuters.com/markets/companies/ENR1n.DE/;2024
18748693;SIEMENS;OTHER;;
